order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDC07056,2018-07-20,14:35:29,Lunch,NS,"[('Fries', 6), ('Salad', 1)]",89.2,-37.8223897,144.9551443,0,9.591,15.5522279
ORDZ08312,2018-02-01,09:00:50,Breakfast,NS,"[('Eggs', 1), ('Cereal', 10), ('Pancake', 4)]",329.0,-37.8029623,144.9290447,0,10.059,15.0808414
ORDI04706,2018-09-10,16:16:54,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 4)]",285.0,-37.8072638,144.9970284,0,8.934,15.088608
ORDX02638,2018-02-13,09:21:07,Breakfast,BK,"[('Coffee', 2), ('Pancake', 1), ('Cereal', 2)]",81.25,-37.8040737,144.9827659,0,6.232,11.1928408
ORDC08709,2018-01-14,08:20:16,Breakfast,NS,"[('Eggs', 9), ('Coffee', 5)]",235.5,-37.8178009,144.9887597,1,9.193,8.1459758
ORDZ10317,2018-04-12,11:12:40,Breakfast,NS,"[('Cereal', 1), ('Pancake', 10)]",263.5,-37.8140301,144.9626401,0,8.081,13.1061761
ORDX09632,2018-06-07,13:14:21,Lunch,BK,"[('Salad', 10), ('Burger', 2), ('Chicken', 8), ('Fries', 8), ('Steak', 10)]",1036.0,-37.80588,144.95599,0,8.069,14.3675887
ORDZ04938,2018-07-09,14:15:12,Lunch,NS,"[('Fries', 4), ('Chicken', 10), ('Burger', 10), ('Steak', 4)]",858.0,-37.8138878,144.940334,0,9.584,14.5887079
ORDB00670,2018-01-31,08:50:42,Breakfast,TP,"[('Pancake', 10), ('Coffee', 5), ('Cereal', 7)]",427.0,-37.8221478,144.9599219,0,8.672,11.3365412
ORDI00881,2018-09-16,16:37:10,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 5), ('Salmon', 9)]",652.0,-37.8163262,144.9640475,0,8.294,
ORDJ01449,2018-05-23,12:43:56,Lunch,TP,"[('Fries', 2), ('Chicken', 8), ('Steak', 10)]",730.0,-37.8137172,144.9886559,0,9.856,13.1254841
ORDX09737,2018-03-08,10:11:49,Breakfast,BK,"[('Eggs', 1), ('Pancake', 1), ('Coffee', 8)]",106.25,-37.8163429,144.965714,0,7.675,12.3664773
ORDA01178,2018-12-24,19:49:51,Dinner,BK,"[('Shrimp', 4), ('Salmon', 10), ('Pasta', 8), ('Fish&Chips', 5)]",1021.0,-37.8187269,145.001466,0,4.744,11.2979201
ORDY05125,2018-07-12,14:15:12,Lunch,TP,"[('Fries', 3), ('Chicken', 8), ('Salad', 10)]",464.0,-37.8102793,144.9728777,0,8.979,11.6104533
ORDK07099,2018-05-22,12:33:48,Lunch,BK,"[('Fries', 5), ('Burger', 10), ('Steak', 1), ('Salad', 6)]",518.2,-37.8072309,144.9452928,0,9.223,
ORDI08991,2018-11-23,18:49:00,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 8), ('Shrimp', 8)]",794.0,-37.8222822,144.9609429,0,9.19,
ORDI09771,2018-02-01,09:00:50,Breakfast,NS,"[('Coffee', 3), ('Pancake', 1), ('Cereal', 2), ('Eggs', 2)]",132.75,-37.8029944,144.9289064,0,10.072,15.1464786
ORDK09036,2018-04-06,11:02:32,Breakfast,BK,"[('Eggs', 4), ('Pancake', 3)]",160.75,-37.8029669,144.9971376,0,5.15,9.7077068
ORDI02431,2018-07-13,14:25:21,Lunch,NS,"[('Salad', 1), ('Fries', 4), ('Steak', 6)]",335.2,-37.8178978,144.9929822,0,9.498,14.6349853
ORDJ09239,2018-11-10,18:18:35,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 7), ('Salmon', 10), ('Shrimp', 8)]",1114.5,-37.8126541,144.964723,0,8.307,
ORDC06555,2018-03-30,10:52:23,Breakfast,,"[('Pancake', 5), ('Coffee', 3), ('Cereal', 1)]",164.75,-37.8162393,144.9640706,0,8.279,13.9060913
ORDA10257,2018-08-07,15:16:03,Lunch,,"[('Salad', 2), ('Chicken', 6)]",226.4,-37.823017,144.9847466,0,6.749,12.1684409
ORDY09505,2018-04-01,10:52:23,Breakfast,TP,"[('Coffee', 10), ('Eggs', 5), ('Pancake', 6)]",330.5,-37.8203203,144.9808828,0,8.855,12.57238
ORDX07640,2018-09-13,16:27:02,Dinner,BK,"[('Salmon', 6), ('Fish&Chips', 5), ('Shrimp', 6), ('Pasta', 5)]",882.5,-37.80317,144.9571893,0,8.341,15.8389047
ORDA09752,2018-05-29,12:54:05,Lunch,,"[('Chicken', 4), ('Fries', 1), ('Steak', 8), ('Salad', 10)]",672.0,-37.8167272,145.0089124,0,,8.9101564
ORDI05038,2018-03-09,10:11:49,Breakfast,NS,"[('Coffee', 7), ('Cereal', 8), ('Pancake', 8), ('Eggs', 1)]",436.5,-37.808701,144.9729558,0,7.173,12.1367117
ORDA05485,2018-11-04,18:08:27,Dinner,,"[('Pasta', 4), ('Salmon', 3), ('Fish&Chips', 6)]",443.0,-37.818868,144.9522176,0,8.921,17.8426929
ORDJ04315,2018-08-19,15:36:20,Lunch,TP,"[('Chicken', 8), ('Burger', 2), ('Steak', 6), ('Salad', 1)]",605.2,-37.8243312,144.9524688,0,8.298,13.3879907
ORDA05154,2018-10-03,17:07:36,Dinner,BK,"[('Salmon', 8), ('Shrimp', 5), ('Fish&Chips', 1), ('Pasta', 9)]",880.5,-37.8089164,144.9573385,0,7.986,14.8771821
ORDX10605,2018-05-02,11:53:14,Breakfast,BK,"[('Coffee', 2), ('Eggs', 8), ('Cereal', 6)]",317.0,-37.8047565,144.9705313,0,7.122,12.4476188
ORDB00263,2018-09-17,16:37:10,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 5), ('Shrimp', 2), ('Salmon', 10)]",725.5,-37.8194718,145.008115,0,11.311,15.011238
ORDZ07539,2018-11-27,18:59:09,Dinner,,"[('Salmon', 4), ('Pasta', 5)]",301.5,-37.8233963,145.0105438,0,11.495,17.2902532
ORDA02627,2018-09-26,16:47:19,Dinner,BK,"[('Fish&Chips', 1), ('Shrimp', 7), ('Pasta', 8)]",633.0,-37.8114345,144.9271062,0,11.046,18.4569445
ORDI10402,2018-12-21,19:39:43,Dinner,,"[('Fish&Chips', 6), ('Salmon', 4)]",374.0,-37.8149802,144.9327877,0,9.171,15.4493729
ORDZ08014,2018-07-05,14:05:04,Lunch,,"[('Chicken', 8), ('Salad', 5)]",342.0,-37.8031671,145.0045417,0,9.349,15.36915
ORDC03174,2018-08-09,15:16:03,Lunch,,"[('Burger', 6), ('Chicken', 5), ('Fries', 4), ('Salad', 8)]",531.6,-37.8053172,144.9409491,0,,14.5023963
ORDY00801,2018-05-15,12:23:39,Lunch,TP,"[('Fries', 2), ('Chicken', 4), ('Salad', 9), ('Burger', 7)]",523.8,-37.8193282,144.9604993,0,7.706,11.567582
ORDC01158,2018-07-10,14:15:12,Lunch,NS,"[('Burger', 3), ('Salad', 6), ('Chicken', 7), ('Steak', 9), ('Fries', 10)]",945.2,-37.8199725,144.9537791,0,9.305,14.640463
ORDC06982,2018-04-29,11:53:14,Breakfast,NS,"[('Pancake', 5), ('Eggs', 7), ('Cereal', 5)]",380.25,-37.8198928,145.0125392,0,11.247,18.4011993
ORDC06727,2018-03-22,10:32:06,Breakfast,,"[('Pancake', 5), ('Coffee', 7)]",173.75,-37.8002435,144.9550444,0,,12.7625494
ORDZ09917,2018-11-15,18:28:43,Dinner,NS,"[('Pasta', 5), ('Salmon', 6)]",383.5,-37.8105417,144.963598,0,7.78,13.5197171
ORDK08770,2018-06-13,13:24:30,Lunch,BK,"[('Fries', 6), ('Steak', 2), ('Salad', 7), ('Chicken', 5)]",442.4,-37.8119496,145.0119796,0,3.623,9.0465968
ORDB08610,2018-03-06,10:01:41,Breakfast,TP,"[('Cereal', 2), ('Coffee', 2)]",57.0,-37.8098047,144.9766195,0,9.181,
ORDB06683,2018-11-03,18:08:27,Dinner,,"[('Fish&Chips', 4), ('Shrimp', 3), ('Pasta', 3)]",384.5,-37.8115833,144.9457276,0,,15.7242396
ORDX08128,2018-10-26,17:48:10,Dinner,,"[('Pasta', 9), ('Shrimp', 3), ('Fish&Chips', 10), ('Salmon', 7)]",1046.5,-37.8082134,144.9743591,0,,13.2024941
ORDX09008,2018-06-27,13:44:47,Lunch,,"[('Salad', 6), ('Burger', 5)]",258.2,-37.804485,145.0039791,0,5.681,11.2503249
ORDA03620,2018-10-03,17:07:36,Dinner,BK,"[('Pasta', 4), ('Salmon', 2), ('Fish&Chips', 8), ('Shrimp', 6)]",796.0,-37.8120434,144.9518353,0,8.598,15.8301062
ORDI10838,2018-07-30,14:55:46,Lunch,NS,"[('Salad', 3), ('Burger', 3), ('Chicken', 8)]",400.6,-37.8238054,144.9624781,0,9.309,14.1779264
ORDY10499,2018-05-23,12:43:56,Lunch,TP,"[('Steak', 9), ('Burger', 3)]",498.0,-37.8153434,144.986174,0,9.515,12.940739
ORDZ03024,2018-04-08,11:12:40,Breakfast,NS,"[('Pancake', 2), ('Cereal', 5), ('Coffee', 2), ('Eggs', 3)]",234.5,-37.8174572,144.967618,0,8.319,15.4247824
ORDI09683,2018-07-10,14:15:12,Lunch,NS,"[('Burger', 4), ('Salad', 10), ('Steak', 8)]",656.0,-37.8203354,145.0017179,0,10.458,
ORDK09795,2018-07-16,14:25:21,Lunch,BK,"[('Fries', 6), ('Burger', 4), ('Steak', 5)]",421.0,-37.8206574,144.9411965,0,9.906,15.6324481
ORDY02028,2018-01-28,08:50:42,Breakfast,TP,"[('Cereal', 8), ('Coffee', 9), ('Pancake', 9), ('Eggs', 8)]",629.75,-37.8045313,144.9350517,0,10.879,15.6899659
ORDX05827,2018-12-24,19:49:51,Dinner,BK,"[('Fish&Chips', 9), ('Pasta', 10), ('Salmon', 8)]",918.0,-37.80348,144.936364,0,10.554,18.0123093
ORDY05086,2018-02-17,09:31:16,Breakfast,TP,"[('Pancake', 9), ('Eggs', 7), ('Coffee', 3)]",394.75,-37.8039715,144.9500151,0,9.989,14.239708
ORDZ09829,2018-05-09,12:13:31,Lunch,NS,"[('Fries', 5), ('Steak', 1), ('Burger', 9)]",384.0,-37.8004564,144.9640381,0,6.681,11.5073504
ORDY04138,2018-06-16,13:24:30,Lunch,,"[('Salad', 6), ('Chicken', 9), ('Burger', 10), ('Steak', 7), ('Fries', 3)]",1052.2,-37.8117797,144.9988291,0,10.821,15.4091691
ORDB00735,2018-05-01,11:53:14,Breakfast,TP,"[('Eggs', 7), ('Pancake', 3), ('Cereal', 5)]",331.75,-37.8089549,144.9499068,0,9.469,
ORDI08780,2018-07-20,14:35:29,Lunch,,"[('Burger', 1), ('Salad', 3), ('Chicken', 8)]",338.6,-37.814753,144.9418394,0,,15.0832625
ORDI05547,2018-05-25,12:43:56,Lunch,NS,"[('Steak', 5), ('Burger', 4), ('Fries', 7), ('Salad', 9), ('Chicken', 2)]",651.8,-37.8026319,144.9636393,0,6.929,12.4444716
ORDY03063,2018-09-06,16:16:54,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 4)]",387.5,-37.8164452,144.983974,0,9.258,12.7684926
ORDJ04625,2018-06-11,13:14:21,Lunch,TP,"[('Fries', 9), ('Chicken', 2), ('Steak', 5)]",397.0,-37.8143366,144.958962,0,8.401,11.75604
ORDI07653,2018-05-27,12:43:56,Lunch,,"[('Chicken', 3), ('Steak', 3), ('Burger', 3), ('Salad', 10)]",496.0,-37.8043856,144.9283024,0,10.511,18.2687864
ORDJ09600,2018-12-04,19:09:17,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 8), ('Salmon', 3), ('Shrimp', 9)]",1136.5,-37.8219082,144.9712269,0,7.936,12.3268702
ORDB00683,2018-03-02,09:51:32,Breakfast,TP,"[('Pancake', 9), ('Coffee', 1), ('Cereal', 9)]",414.75,-37.8158261,144.9503901,0,9.535,12.567307
ORDZ01602,2018-07-06,14:05:04,Lunch,NS,"[('Fries', 10), ('Steak', 10), ('Chicken', 6), ('Salad', 6)]",865.2,-37.8139087,144.9551027,0,8.562,14.2378383
ORDX01695,2018-09-08,16:16:54,Dinner,BK,"[('Pasta', 8), ('Salmon', 7)]",507.0,-37.819495,144.9616509,0,8.012,17.4711709
ORDI07096,2018-03-16,10:21:58,Breakfast,NS,"[('Eggs', 6), ('Cereal', 10), ('Pancake', 3)]",414.75,-37.8132144,145.0141962,0,10.853,15.8681037
ORDA09083,2018-08-24,15:46:28,Lunch,,"[('Burger', 1), ('Steak', 5)]",256.0,-37.8216888,144.9842319,0,,12.0585557
ORDY10436,2018-06-28,13:54:55,Lunch,TP,"[('Burger', 1), ('Fries', 7)]",115.0,-37.8073959,144.9869308,0,10.129,13.7385269
ORDX03509,2018-05-19,12:33:48,Lunch,BK,"[('Burger', 4), ('Fries', 8), ('Salad', 9), ('Steak', 6)]",644.8,-37.8026086,144.957187,0,8.275,16.754904
ORDK01923,2018-11-03,18:08:27,Dinner,BK,"[('Pasta', 8), ('Salmon', 6), ('Fish&Chips', 7)]",711.0,-37.8110908,144.9524931,0,8.497,17.9581951
ORDI09832,2018-03-04,10:01:41,Breakfast,NS,"[('Pancake', 5), ('Cereal', 10), ('Eggs', 5), ('Coffee', 8)]",501.25,-37.803975,144.9678074,0,6.637,14.2127836
ORDA06470,2018-04-29,11:53:14,Breakfast,BK,"[('Cereal', 10), ('Coffee', 5), ('Pancake', 10), ('Eggs', 5)]",600.0,-37.8237,144.9563143,0,8.727,16.5455501
ORDX00926,2018-11-25,18:49:00,Dinner,BK,"[('Fish&Chips', 3), ('Salmon', 7)]",392.0,-37.8208667,144.9823617,0,6.607,
ORDK01148,2018-05-07,12:13:31,Lunch,BK,"[('Chicken', 5), ('Salad', 8), ('Fries', 9), ('Burger', 10)]",715.6,-37.8097865,144.9318465,0,10.526,16.7797442
ORDJ03119,2018-10-31,17:58:18,Dinner,TP,"[('Pasta', 9), ('Shrimp', 8), ('Fish&Chips', 6)]",889.5,-37.820854,144.9623784,0,7.331,11.6917919
ORDX01989,2018-10-02,17:07:36,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 3)]",267.0,-37.8090958,144.986353,0,5.357,12.4055495
ORDJ01613,2018-08-20,15:36:20,Lunch,TP,"[('Steak', 1), ('Fries', 4), ('Burger', 7)]",310.0,-37.8027816,144.9473529,0,10.099,12.9854021
ORDX07380,2018-05-08,12:13:31,Lunch,BK,"[('Burger', 8), ('Fries', 5), ('Chicken', 1), ('Steak', 10), ('Salad', 5)]",876.0,-37.7994758,144.9368155,0,10.002,15.5038812
ORDA03021,2018-05-02,12:03:22,Lunch,BK,"[('Burger', 7), ('Fries', 4), ('Steak', 7), ('Chicken', 10)]",900.0,-37.8056896,144.9460642,0,9.009,14.7714884
ORDA08173,2018-01-20,08:30:25,Breakfast,,"[('Cereal', 4), ('Pancake', 2), ('Coffee', 6)]",177.5,-37.8066231,144.9591397,0,,14.8947069
ORDJ04238,2018-03-05,10:01:41,Breakfast,,"[('Eggs', 6), ('Pancake', 3), ('Coffee', 2), ('Cereal', 10)]",429.75,-37.8163155,144.9511666,0,9.699,12.1668896
ORDA06859,2018-04-04,11:02:32,Breakfast,BK,"[('Eggs', 3), ('Coffee', 8), ('Cereal', 4)]",210.0,-37.8238015,144.9476026,0,9.476,13.9329571
ORDZ01170,2018-05-22,12:33:48,Lunch,NS,"[('Fries', 6), ('Burger', 3), ('Steak', 6), ('Salad', 8), ('Chicken', 9)]",860.6,-37.8254721,144.9531489,0,9.961,15.9129107
ORDY10968,2018-05-25,12:43:56,Lunch,,"[('Burger', 5), ('Steak', 4), ('Salad', 1), ('Fries', 2)]",376.2,-37.8252684,144.9505753,0,8.568,12.2039838
ORDI08684,2018-04-08,11:12:40,Breakfast,,"[('Pancake', 2), ('Eggs', 3), ('Cereal', 8), ('Coffee', 8)]",342.5,-37.8242717,144.9886927,0,,16.6044157
ORDI00516,2018-05-07,12:03:22,Lunch,NS,"[('Salad', 6), ('Chicken', 10)]",423.2,-37.8016497,144.9874269,0,7.761,13.5871306
ORDZ08087,2018-01-05,08:00:00,Breakfast,,"[('Cereal', 9), ('Pancake', 9), ('Coffee', 2), ('Eggs', 2)]",466.25,-37.821418,144.9614566,1,,6.7633159
ORDB02223,2018-04-08,11:12:40,Breakfast,TP,"[('Pancake', 4), ('Coffee', 4), ('Cereal', 7)]",274.0,-37.8100283,144.9906973,0,10.194,14.0290028
ORDA10480,2018-12-18,19:39:43,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 8), ('Shrimp', 8), ('Pasta', 9)]",1217.5,-37.8007702,144.9599175,0,8.215,14.9085824
ORDK03428,2018-07-19,14:35:29,Lunch,BK,"[('Steak', 5), ('Fries', 9), ('Chicken', 2), ('Salad', 9), ('Burger', 6)]",737.8,-37.8052589,144.9692308,0,7.035,12.6679807
ORDZ10485,2018-09-30,16:57:27,Dinner,,"[('Shrimp', 10), ('Fish&Chips', 4), ('Pasta', 9)]",927.5,-37.8149171,144.9680205,0,7.938,15.3691737
ORDA01683,2018-05-03,12:03:22,Lunch,BK,"[('Burger', 2), ('Chicken', 1), ('Fries', 8), ('Salad', 7)]",310.4,-37.8058271,144.9594536,0,7.781,13.2538787
ORDK06580,2018-12-12,19:29:34,Dinner,BK,"[('Pasta', 4), ('Shrimp', 7)]",488.0,-37.8202665,144.9573456,0,8.38,15.5633493
ORDZ09939,2018-07-13,14:25:21,Lunch,NS,"[('Burger', 6), ('Fries', 3), ('Chicken', 7), ('Salad', 2), ('Steak', 9)]",885.4,-37.8160135,144.9996347,0,9.925,15.2607934
ORDJ08558,2018-05-21,12:33:48,Lunch,TP,"[('Steak', 2), ('Salad', 9)]",244.8,-37.798968,144.9629597,0,9.897,13.2270691
ORDY06066,2018-03-08,10:11:49,Breakfast,TP,"[('Pancake', 6), ('Coffee', 6), ('Cereal', 1), ('Eggs', 3)]",277.5,-37.8132615,144.9778051,0,8.908,11.1946583
ORDX09001,2018-11-29,18:59:09,Dinner,BK,"[('Salmon', 7), ('Shrimp', 2), ('Fish&Chips', 7), ('Pasta', 4)]",750.0,-37.8127359,145.0144966,0,3.724,10.3681276
ORDJ04649,2018-04-20,11:32:57,Breakfast,TP,"[('Eggs', 9), ('Pancake', 2), ('Cereal', 5)]",351.5,-37.8037439,144.9432845,0,10.285,13.1464972
ORDK04323,2018-02-10,09:21:07,Breakfast,BK,"[('Cereal', 3), ('Coffee', 1)]",70.5,-37.8089463,144.9665017,0,7.145,14.4626787
ORDY05557,2018-03-28,10:52:23,Breakfast,TP,"[('Eggs', 9), ('Cereal', 8), ('Pancake', 5)]",487.25,-37.8033152,144.9715926,0,10.052,13.0359679
ORDA03634,2018-05-31,12:54:05,Lunch,BK,"[('Chicken', 4), ('Salad', 9), ('Burger', 1)]",313.8,-37.8146003,144.973364,0,6.85,12.9527662
ORDY10249,2018-03-15,10:21:58,Breakfast,TP,"[('Cereal', 3), ('Eggs', 1), ('Pancake', 6)]",230.5,-37.8034982,144.9486654,0,10.008,12.2713175
ORDI02685,2018-01-23,08:40:33,Breakfast,NS,"[('Eggs', 10), ('Cereal', 3), ('Coffee', 1), ('Pancake', 6)]",436.0,-37.8190756,144.9540735,0,9.196,13.7700819
ORDI06321,2018-08-08,15:16:03,Lunch,NS,"[('Fries', 3), ('Burger', 3)]",129.0,-37.8051738,144.9367965,0,9.695,14.6464871
ORDA10881,2018-10-10,17:17:44,Dinner,,"[('Shrimp', 10), ('Pasta', 5), ('Fish&Chips', 6), ('Salmon', 10)]",1297.5,-37.8123057,144.9533594,0,8.483,15.4502611
ORDZ11006,2018-08-08,15:16:03,Lunch,NS,"[('Steak', 7), ('Salad', 8)]",452.6,-37.8002121,144.9731023,0,6.41,11.6722806
ORDJ01534,2018-03-19,10:32:06,Breakfast,TP,"[('Cereal', 7), ('Eggs', 7)]",301.0,-37.8151166,144.952238,0,8.85,11.1931664
ORDC07214,2018-12-01,18:59:09,Dinner,,"[('Pasta', 5), ('Fish&Chips', 9), ('Shrimp', 10), ('Salmon', 8)]",1320.5,-37.8000195,145.0055703,0,9.537,17.4861546
ORDK04188,2018-09-11,16:27:02,Dinner,BK,"[('Fish&Chips', 5), ('Shrimp', 5), ('Pasta', 10)]",720.0,-37.8082347,144.9686435,0,6.934,13.8962126
ORDY08614,2018-03-09,10:11:49,Breakfast,TP,"[('Cereal', 4), ('Pancake', 4)]",181.0,-37.819837,144.9649302,0,7.314,9.9637239
ORDI05261,2018-05-08,12:13:31,Lunch,NS,"[('Fries', 7), ('Steak', 3), ('Chicken', 8)]",475.0,-37.804187,144.971475,0,7.006,
ORDY01229,2018-12-19,19:39:43,Dinner,,"[('Shrimp', 7), ('Salmon', 4), ('Fish&Chips', 2)]",612.0,-37.8209742,144.9550739,0,8.182,12.3247798
ORDX04640,2018-11-23,18:49:00,Dinner,BK,"[('Pasta', 7), ('Salmon', 10)]",602.5,-37.8072851,144.9683263,0,6.95,13.7042228
ORDX08467,2018-04-06,11:02:32,Breakfast,BK,"[('Cereal', 8), ('Coffee', 3), ('Eggs', 5), ('Pancake', 8)]",494.5,-37.8036065,144.9728599,0,7.1,11.932857
ORDB04357,2018-06-01,12:54:05,Lunch,TP,"[('Salad', 7), ('Steak', 4)]",300.4,-37.8204774,144.9589368,0,7.81,11.5496013
ORDI09043,2018-02-25,09:51:32,Breakfast,NS,"[('Pancake', 7), ('Eggs', 9), ('Cereal', 4), ('Coffee', 10)]",526.75,-37.8129452,144.9611396,0,8.043,14.9770058
ORDA03948,2018-06-07,13:14:21,Lunch,BK,"[('Burger', 3), ('Salad', 2), ('Fries', 4), ('Steak', 2), ('Chicken', 8)]",521.4,-37.8023202,144.9789589,0,6.735,
ORDI03429,2018-03-01,09:51:32,Breakfast,NS,"[('Cereal', 5), ('Pancake', 1), ('Coffee', 4), ('Eggs', 2)]",203.25,-37.8064769,145.0080747,0,9.809,14.8515975
ORDB02725,2018-12-16,19:39:43,Dinner,TP,"[('Fish&Chips', 1), ('Shrimp', 6)]",359.0,-37.8075011,144.9552904,0,9.173,14.8684586
ORDA08156,2018-11-20,18:38:52,Dinner,BK,"[('Shrimp', 7), ('Pasta', 4)]",488.0,-37.8192266,145.0147424,0,4.37,11.5054739
ORDK00227,2018-10-27,17:58:18,Dinner,BK,"[('Fish&Chips', 4), ('Pasta', 5), ('Salmon', 2), ('Shrimp', 9)]",845.5,-37.8155895,144.9545846,0,8.478,17.7130766
ORDZ01618,2018-07-29,14:55:46,Lunch,NS,"[('Steak', 9), ('Burger', 3), ('Salad', 9), ('Fries', 6), ('Chicken', 1)]",756.8,-37.8178984,144.9462477,0,9.479,16.992412
ORDZ03280,2018-03-31,10:52:23,Breakfast,NS,"[('Eggs', 2), ('Cereal', 10), ('Coffee', 5), ('Pancake', 9)]",509.75,-37.8219064,144.9753957,0,9.19,15.5074397
ORDC07362,2018-05-07,12:03:22,Lunch,NS,"[('Salad', 5), ('Burger', 2), ('Chicken', 10), ('Steak', 5)]",693.0,-37.8217497,144.9367564,0,10.455,
ORDB05883,2018-10-25,17:48:10,Dinner,TP,"[('Pasta', 3), ('Shrimp', 4), ('Fish&Chips', 3), ('Salmon', 9)]",772.5,-37.8204441,144.9662661,0,7.412,11.9057192
ORDI05724,2018-09-28,16:57:27,Dinner,NS,"[('Salmon', 10), ('Fish&Chips', 5), ('Pasta', 7)]",777.5,-37.8093011,144.9494765,0,8.721,14.5589666
ORDB05373,2018-08-31,15:56:37,Lunch,TP,"[('Chicken', 1), ('Burger', 4), ('Fries', 9)]",264.0,-37.8041766,144.959177,0,9.259,12.346984
ORDK04218,2018-05-08,12:13:31,Lunch,BK,"[('Salad', 3), ('Chicken', 2)]",115.6,-37.791144,144.9368632,0,10.928,16.561257
ORDA01840,2018-01-28,08:50:42,Breakfast,,"[('Eggs', 7), ('Pancake', 2), ('Coffee', 3), ('Cereal', 7)]",372.0,-37.8233226,144.9429884,0,,17.5838687
ORDZ06229,2018-04-19,11:32:57,Breakfast,NS,"[('Coffee', 9), ('Pancake', 7), ('Cereal', 1)]",258.25,-37.8160032,144.9724791,0,7.887,13.1334586
ORDX03558,2018-03-12,10:11:49,Breakfast,BK,"[('Cereal', 4), ('Eggs', 5)]",194.0,-37.8175238,144.9683659,0,7.793,12.163069
ORDY03658,2018-04-22,11:32:57,Breakfast,TP,"[('Pancake', 7), ('Eggs', 5), ('Cereal', 8)]",447.75,-37.8174248,144.9526301,0,8.673,12.6895803
ORDC07217,2018-04-16,11:22:49,Breakfast,NS,"[('Coffee', 6), ('Eggs', 7), ('Pancake', 3)]",271.75,-37.8107102,144.9672351,0,7.39,12.8012839
ORDI06306,2018-07-08,14:15:12,Lunch,NS,"[('Burger', 9), ('Steak', 5), ('Chicken', 8), ('Fries', 9), ('Salad', 8)]",1005.6,-37.8198164,144.9612635,0,8.911,16.1143778
ORDZ03951,2018-02-20,09:41:24,Breakfast,,"[('Pancake', 6), ('Coffee', 7), ('Cereal', 1), ('Eggs', 2)]",263.0,-37.8201679,144.9565668,0,9.222,14.2533709
ORDX09450,2018-05-23,12:43:56,Lunch,BK,"[('Chicken', 3), ('Fries', 6), ('Salad', 5)]",254.0,-37.8147426,144.988047,0,5.594,
ORDJ07869,2018-04-23,11:43:05,Breakfast,TP,"[('Pancake', 9), ('Cereal', 10), ('Eggs', 4), ('Coffee', 9)]",583.75,-37.8187536,144.9532477,0,8.529,10.9390412
ORDI01945,2018-07-23,14:45:38,Lunch,NS,"[('Fries', 8), ('Steak', 7), ('Salad', 8)]",548.6,-37.8144895,144.9721788,0,7.75,13.1454968
ORDA09160,2018-07-27,14:55:46,Lunch,BK,"[('Burger', 7), ('Steak', 10), ('Chicken', 10), ('Salad', 5), ('Fries', 4)]",1121.0,-37.8050501,144.987982,0,5.764,11.740694
