order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI00446,2018-10-06,17:07:36,Dinner,NS,"[('Fish&Chips', 5), ('Salmon', 5)]",380.0,-37.8070456,144.9625997,0,9.117,26.07995595
ORDB09772,2018-03-14,10:21:58,Breakfast,TP,"[('Coffee', 7), ('Eggs', 2)]",96.5,-37.8067131,144.9688406,0,9.244,6.0158088
ORDJ04525,2018-12-29,20:00:00,Dinner,TP,"[('Shrimp', 3), ('Fish&Chips', 5), ('Pasta', 7)]",529.5,-37.8094988,144.957498,0,8.917,14.7515306
ORDX08369,2018-01-08,08:10:08,Breakfast,BK,"[('Pancake', 4), ('Cereal', 8)]",265.0,-37.8138662,144.9371478,1,10.019,3.51970645
ORDJ06555,2018-08-03,15:05:54,Lunch,TP,"[('Chicken', 9), ('Salad', 3), ('Burger', 4), ('Fries', 9), ('Steak', 4)]",751.6,-37.8140393,144.9856987,0,9.509,12.848921
ORDI02210,2018-11-01,18:08:27,Dinner,NS,"[('Salmon', 8), ('Pasta', 10), ('Shrimp', 1)]",657.0,-37.8187834,144.9700411,0,8.42,14.6335527
ORDB03864,2018-07-21,14:35:29,Lunch,TP,"[('Fries', 7), ('Salad', 7), ('Chicken', 7)]",428.4,-37.8122606,144.9735438,0,8.745,13.2533567
ORDY08021,2018-03-01,09:51:32,Breakfast,TP,"[('Eggs', 10), ('Cereal', 8), ('Pancake', 1)]",412.25,-37.8236763,144.9377404,0,9.77,12.3497743
ORDA05036,2018-12-29,20:00:00,Dinner,BK,"[('Shrimp', 5), ('Pasta', 9), ('Fish&Chips', 10), ('Salmon', 6)]",1113.5,-37.7965549,145.0094421,0,5.407,14.8008956
ORDJ10804,2018-08-10,15:16:03,Lunch,TP,"[('Salad', 5), ('Burger', 10)]",396.0,-37.8049874,144.9723977,0,9.709,13.3095888
ORDB02831,2018-01-10,08:10:08,Breakfast,TP,"[('Pancake', 6), ('Eggs', 1), ('Cereal', 4), ('Coffee', 6)]",296.5,-37.8139544,144.963645,1,8.062,5.150266
ORDC02414,2018-05-07,12:03:22,Lunch,NS,"[('Burger', 4), ('Fries', 1), ('Steak', 4)]",316.0,-37.8101492,144.9320379,0,9.84,15.3866241
ORDA07327,2018-07-07,14:05:04,Lunch,BK,"[('Burger', 5), ('Chicken', 1), ('Salad', 10)]",359.0,-37.8017509,144.9950977,0,5.45,13.9442378
ORDJ06488,2018-02-11,09:21:07,Breakfast,TP,"[('Cereal', 7), ('Coffee', 6), ('Eggs', 7)]",346.0,-37.8158349,144.9738102,0,8.329,12.1844143
ORDZ01919,2018-12-15,19:29:34,Dinner,NS,"[('Shrimp', 8), ('Fish&Chips', 3), ('Salmon', 4)]",701.0,-37.8240357,144.9436033,0,10.591,18.8923176
ORDJ01246,2018-07-05,14:05:04,Lunch,TP,"[('Salad', 7), ('Chicken', 10)]",440.4,-37.813669,144.9469793,0,9.422,13.2930048
ORDC05168,2018-08-12,15:26:11,Lunch,NS,"[('Chicken', 7), ('Salad', 6), ('Fries', 4)]",375.2,-37.8129835,144.988359,0,8.766,16.381931
ORDJ03690,2018-04-01,10:52:23,Breakfast,TP,"[('Pancake', 5), ('Eggs', 1)]",143.25,-37.8192673,144.9788564,0,8.668,12.6920709
ORDC06733,2018-10-17,17:38:01,Dinner,NS,"[('Salmon', 8), ('Pasta', 1), ('Shrimp', 10), ('Fish&Chips', 7)]",1140.5,-37.8021541,144.9502718,0,8.116,14.1137503
ORDJ10006,2018-10-06,17:07:36,Dinner,TP,"[('Fish&Chips', 1), ('Shrimp', 7), ('Pasta', 1)]",440.5,-37.8060509,144.9838667,0,10.04,15.727524
ORDC09359,2018-05-12,12:13:31,Lunch,NS,"[('Fries', 2), ('Burger', 1), ('Chicken', 3)]",151.0,-37.8007651,144.9585548,0,7.239,15.1652508
ORDA10232,2018-10-23,17:48:10,Dinner,BK,"[('Fish&Chips', 10), ('Pasta', 7)]",542.5,-37.8197071,144.9706373,0,7.869,14.8619564
ORDI03390,2018-08-22,15:46:28,Lunch,NS,"[('Burger', 3), ('Salad', 4), ('Steak', 4), ('Fries', 3), ('Chicken', 6)]",569.8,-37.8200671,144.9686178,0,8.602,13.8966421
ORDB00786,2018-04-15,11:22:49,Breakfast,TP,"[('Pancake', 9), ('Coffee', 1)]",225.75,-37.8047336,144.9450941,0,10.031,14.0484491
ORDC07711,2018-06-13,13:24:30,Lunch,NS,"[('Chicken', 8), ('Burger', 2), ('Steak', 1)]",363.0,-37.81115,144.9729569,0,7.427,13.3250725
ORDK07215,2018-04-19,11:32:57,Breakfast,BK,"[('Coffee', 3), ('Cereal', 4)]",106.5,-37.8131411,144.9738925,0,6.832,11.4552441
ORDB05970,2018-04-25,11:43:05,Breakfast,TP,"[('Cereal', 9), ('Coffee', 7), ('Eggs', 4)]",329.5,-37.8128818,144.9428484,0,9.847,12.7342435
ORDZ04605,2018-10-17,17:38:01,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 8), ('Salmon', 8)]",898.0,-37.8026926,144.9507254,0,8.121,14.0027184
ORDK05797,2018-12-28,20:00:00,Dinner,BK,"[('Shrimp', 9), ('Salmon', 1), ('Pasta', 3), ('Fish&Chips', 1)]",644.5,-37.8162373,144.9336836,0,10.328,17.6428395
ORDB08818,2018-10-17,17:38:01,Dinner,TP,"[('Salmon', 7), ('Shrimp', 5), ('Pasta', 1), ('Fish&Chips', 9)]",899.5,-37.821635,144.9986317,0,10.387,7.248694
ORDJ00705,2018-05-29,12:54:05,Lunch,TP,"[('Fries', 9), ('Steak', 8), ('Burger', 1), ('Chicken', 7)]",723.0,-37.8168514,144.9881541,0,9.57,12.8199524
ORDY06609,2018-03-27,10:42:15,Breakfast,TP,"[('Cereal', 9), ('Eggs', 10)]",409.0,-37.8124223,144.9539704,0,8.841,11.5315203
ORDY04610,2018-05-24,12:43:56,Lunch,TP,"[('Fries', 9), ('Chicken', 1), ('Salad', 2)]",174.4,-37.8187211,144.9771057,0,8.548,12.1948564
ORDC01717,2018-09-21,16:37:10,Dinner,NS,"[('Fish&Chips', 2), ('Salmon', 7), ('Shrimp', 2)]",465.0,-37.8202414,144.9576895,0,9.176,14.9044833
ORDZ10700,2018-07-11,14:15:12,Lunch,NS,"[('Steak', 5), ('Burger', 5)]",380.0,-37.8204541,144.9574207,0,9.211,14.8402554
ORDZ07230,2018-09-19,16:37:10,Dinner,NS,"[('Fish&Chips', 8), ('Pasta', 7), ('Salmon', 10), ('Shrimp', 10)]",1422.5,-37.8216583,144.9425787,0,10.249,16.0621719
ORDI09706,2018-04-19,11:32:57,Breakfast,NS,"[('Coffee', 2), ('Pancake', 1), ('Cereal', 9), ('Eggs', 2)]",272.25,-37.8043054,144.9420045,0,9.113,13.9787223
ORDY01395,2018-01-19,08:30:25,Breakfast,TP,"[('Pancake', 4), ('Eggs', 5), ('Cereal', 6), ('Coffee', 7)]",385.5,-37.823757,144.9475243,0,8.738,11.4127015
ORDI04718,2018-01-16,08:30:25,Breakfast,NS,"[('Coffee', 6), ('Pancake', 6), ('Eggs', 2), ('Cereal', 2)]",276.5,-37.8119424,144.9456933,1,9.459,7.7664402
ORDB07840,2018-05-16,12:23:39,Lunch,TP,"[('Chicken', 10), ('Steak', 7), ('Salad', 7), ('Fries', 8), ('Burger', 8)]",1099.4,-37.8083936,144.9714854,0,9.14,12.3004172
ORDX07031,2018-05-27,12:43:56,Lunch,BK,"[('Steak', 3), ('Chicken', 10)]",455.0,-37.8043856,144.9283024,0,10.688,18.7232663
ORDI10946,2018-10-22,17:48:10,Dinner,NS,"[('Fish&Chips', 2), ('Salmon', 9)]",439.0,-37.8200091,144.9614545,0,8.918,15.1289126
ORDB04396,2018-07-30,14:55:46,Lunch,TP,"[('Salad', 9), ('Steak', 10), ('Chicken', 7), ('Burger', 8), ('Fries', 1)]",1088.8,-37.8121276,144.9738474,0,8.782,12.4697929
ORDY09061,2018-03-05,10:01:41,Breakfast,TP,"[('Eggs', 5), ('Pancake', 4)]",207.0,-37.8161542,144.9603214,0,8.178,11.2992031
ORDA00058,2018-06-16,13:24:30,Lunch,BK,"[('Burger', 6), ('Salad', 7), ('Steak', 6)]",576.4,-37.8101264,144.9555114,0,8.271,17.2110159
ORDY05505,2018-02-01,09:00:50,Breakfast,TP,"[('Eggs', 10), ('Cereal', 6), ('Pancake', 10)]",588.5,-37.8206127,144.9793349,0,8.769,5.83127565
ORDA09496,2018-05-02,11:53:14,Breakfast,BK,"[('Pancake', 5), ('Coffee', 1), ('Eggs', 1), ('Cereal', 3)]",213.75,-37.8097473,144.9727841,0,6.685,11.6036604
ORDK03046,2018-09-03,16:06:45,Dinner,BK,"[('Pasta', 2), ('Salmon', 10), ('Fish&Chips', 6), ('Shrimp', 7)]",1053.0,-37.8126315,144.9650456,0,7.603,14.2743757
ORDI01378,2018-12-07,19:19:26,Dinner,NS,"[('Shrimp', 6), ('Salmon', 7), ('Pasta', 7), ('Fish&Chips', 6)]",1013.5,-37.8242423,144.9538317,0,9.859,15.9111472
ORDJ08943,2018-06-25,13:44:47,Lunch,TP,"[('Fries', 10), ('Burger', 9), ('Salad', 7), ('Steak', 1)]",564.4,-37.8242095,144.9842075,0,8.974,12.5617986
ORDX08660,2018-03-07,10:01:41,Breakfast,BK,"[('Coffee', 8), ('Cereal', 10)]",270.0,-37.8240299,144.9852688,0,6.631,11.1017874
ORDX01685,2018-09-30,16:57:27,Dinner,BK,"[('Fish&Chips', 4), ('Pasta', 2), ('Shrimp', 9), ('Salmon', 5)]",886.0,-37.8055058,144.997886,0,4.767,13.609103
ORDY01269,2018-01-11,08:20:16,Breakfast,TP,"[('Pancake', 4), ('Cereal', 7)]",244.0,-37.8077516,144.971208,1,9.294,9.0506469
ORDA10897,2018-09-28,16:57:27,Dinner,BK,"[('Shrimp', 9), ('Pasta', 1), ('Salmon', 8)]",841.5,-37.8004292,144.9509388,0,8.816,16.0687379
ORDI06247,2018-06-13,13:24:30,Lunch,NS,"[('Chicken', 4), ('Burger', 2), ('Salad', 5)]",276.0,-37.8130627,145.0117925,0,10.742,15.7880846
ORDK06004,2018-02-10,09:21:07,Breakfast,BK,"[('Eggs', 8), ('Coffee', 5), ('Cereal', 8)]",381.5,-37.8068625,144.9659449,0,7.178,14.3489358
ORDC09902,2018-04-13,11:22:49,Breakfast,NS,"[('Pancake', 2), ('Eggs', 3)]",114.5,-37.82381,144.9627168,0,9.297,7.1336173
ORDI03583,2018-10-23,17:48:10,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 2), ('Pasta', 10)]",637.0,-37.8083019,144.947647,0,8.852,14.8271275
ORDK00279,2018-09-05,16:06:45,Dinner,BK,"[('Pasta', 7), ('Shrimp', 2), ('Salmon', 8), ('Fish&Chips', 10)]",978.5,-37.8160858,144.9287497,0,11.651,18.9454201
ORDI05617,2018-02-07,09:10:59,Breakfast,NS,"[('Cereal', 10), ('Coffee', 7), ('Eggs', 3)]",328.5,-37.8135855,144.9607287,0,8.123,13.7186409
ORDK06245,2018-02-11,09:21:07,Breakfast,BK,"[('Coffee', 1), ('Pancake', 10), ('Cereal', 10), ('Eggs', 4)]",548.0,-37.8117685,144.9677803,0,7.207,14.5270461
ORDB03727,2018-12-22,19:49:51,Dinner,TP,"[('Shrimp', 5), ('Pasta', 8), ('Salmon', 4), ('Fish&Chips', 3)]",759.0,-37.8180144,144.9470579,0,9.27,15.0501987
ORDA02296,2018-02-13,09:21:07,Breakfast,BK,"[('Cereal', 5), ('Pancake', 7), ('Coffee', 3), ('Eggs', 9)]",495.25,-37.7991923,144.9876661,0,6.357,10.7495065
ORDX00723,2018-09-10,16:16:54,Dinner,BK,"[('Shrimp', 4), ('Salmon', 8), ('Fish&Chips', 4), ('Pasta', 2)]",739.0,-37.8076532,144.9893385,0,5.308,12.093106
ORDA00353,2018-05-12,12:13:31,Lunch,BK,"[('Salad', 4), ('Chicken', 9)]",356.8,-37.8009811,144.9374899,0,11.316,19.6117974
ORDC04576,2018-03-26,10:42:15,Breakfast,NS,"[('Coffee', 8), ('Pancake', 1), ('Eggs', 3)]",150.25,-37.8059304,144.9734908,0,6.862,11.4098121
ORDB08686,2018-11-01,18:08:27,Dinner,TP,"[('Fish&Chips', 10), ('Salmon', 8), ('Shrimp', 4)]",894.0,-37.8210501,144.9431888,0,9.336,13.125537
ORDX01241,2018-01-25,08:40:33,Breakfast,BK,"[('Coffee', 5), ('Pancake', 9), ('Cereal', 3), ('Eggs', 4)]",406.75,-37.8122047,144.9623095,0,7.648,12.1513432
ORDA00315,2018-01-16,08:30:25,Breakfast,BK,"[('Pancake', 2), ('Eggs', 7)]",202.5,-37.8057182,144.9327928,1,10.312,8.0762972
ORDI08296,2018-05-13,12:23:39,Lunch,NS,"[('Fries', 4), ('Chicken', 1), ('Steak', 1), ('Salad', 1), ('Burger', 5)]",297.2,-37.8100586,144.935956,0,10.019,17.5876951
ORDK03178,2018-04-23,11:43:05,Breakfast,BK,"[('Coffee', 8), ('Eggs', 9), ('Pancake', 2)]",306.5,-37.8187815,144.9534358,0,8.788,13.3884339
ORDA03672,2018-09-01,16:06:45,Dinner,BK,"[('Fish&Chips', 8), ('Salmon', 9)]",649.0,-37.8170357,144.9536234,0,8.63,18.5613956
ORDA08286,2018-02-18,09:31:16,Breakfast,BK,"[('Eggs', 3), ('Cereal', 1)]",87.0,-37.8097435,144.9620139,0,7.668,14.7297755
ORDA08340,2018-02-11,09:21:07,Breakfast,BK,"[('Eggs', 9), ('Cereal', 3), ('Coffee', 5), ('Pancake', 10)]",541.0,-37.8138134,144.9687335,0,7.279,14.618135
ORDC05360,2018-02-12,09:21:07,Breakfast,NS,"[('Eggs', 5), ('Pancake', 10)]",352.5,-37.8130107,144.9711542,0,7.535,12.3900477
ORDB09116,2018-07-30,14:55:46,Lunch,TP,"[('Salad', 4), ('Chicken', 3), ('Fries', 3), ('Burger', 9), ('Steak', 9)]",884.8,-37.8121563,144.9737432,0,8.791,12.4769672
ORDK08405,2018-09-21,16:37:10,Dinner,BK,"[('Salmon', 8), ('Shrimp', 9), ('Pasta', 8), ('Fish&Chips', 7)]",1279.0,-37.8144329,144.948817,0,9.541,16.4362604
ORDZ01755,2018-05-26,12:43:56,Lunch,NS,"[('Chicken', 1), ('Burger', 7)]",249.0,-37.8058816,144.9558594,0,7.964,23.398306650000002
ORDY00526,2018-05-07,12:03:22,Lunch,TP,"[('Steak', 1), ('Fries', 4), ('Burger', 7), ('Chicken', 3), ('Salad', 7)]",526.4,-37.8067888,144.954574,0,9.295,6.2510126
ORDX05853,2018-05-24,12:43:56,Lunch,BK,"[('Burger', 3), ('Chicken', 5), ('Salad', 5)]",339.0,-37.8029941,144.9579155,0,8.05,13.6924489
ORDI01062,2018-01-01,08:00:00,Breakfast,NS,"[('Pancake', 10), ('Cereal', 7), ('Eggs', 10), ('Coffee', 9)]",677.0,-37.8252737,144.9886194,1,9.713,6.9678433
ORDB06742,2018-07-11,14:15:12,Lunch,TP,"[('Chicken', 10), ('Salad', 6), ('Burger', 9), ('Steak', 4), ('Fries', 10)]",1002.2,-37.8188972,145.0023333,0,10.796,14.1335173
ORDC10557,2018-11-25,18:49:00,Dinner,NS,"[('Salmon', 7), ('Shrimp', 3), ('Fish&Chips', 7), ('Pasta', 9)]",941.5,-37.8202067,144.9815597,0,8.901,16.7691945
ORDJ07177,2018-08-02,15:05:54,Lunch,TP,"[('Burger', 5), ('Salad', 1), ('Fries', 5), ('Steak', 5), ('Chicken', 5)]",617.2,-37.8113862,144.969102,0,8.687,6.0581431
ORDY00307,2018-04-28,11:53:14,Breakfast,TP,"[('Eggs', 10), ('Coffee', 8), ('Cereal', 10)]",490.0,-37.816016,144.9637193,0,7.901,12.5333291
